age,income,home_ownership_type,employment_length,loan_amount,loan_interest_rate,is_default,loan_to_income_ratio,has_defaulted_before,credit_history_length,debt_to_stability_ratio
45,51000,MORTGAGE,2.0,7000,7.88,0,0.14,0,12,0.1136
37,55000,RENT,3.0,7000,16.32,0,0.13,1,13,0.0918
41,51000,MORTGAGE,10.0,14500,8.94,0,0.28,0,11,0.1078
36,51000,MORTGAGE,2.0,1000,11.83,0,0.02,0,12,0.0162
37,51000,MORTGAGE,3.0,12800,12.84,0,0.25,0,12,0.1646
44,57600,RENT,12.0,7000,7.4,0,0.12,0,11,0.0474
48,57996,RENT,2.0,7000,13.61,0,0.12,1,12,0.1099
36,51000,MORTGAGE,4.0,4775,11.14,0,0.09,0,14,0.0529
39,51000,OWN,12.0,12000,11.34,0,0.24,0,17,0.0764
36,52000,RENT,2.0,7000,13.85,1,0.13,0,11,0.1225
45,54000,RENT,3.0,7000,,1,0.13,0,16,0.0935
36,60000,RENT,3.0,7000,7.88,0,0.12,0,12,0.0842
42,55392,RENT,17.0,7000,15.95,1,0.13,1,15,0.0437
50,51500,OWN,7.0,10875,7.49,0,0.21,0,14,0.0846
38,62000,RENT,5.0,7000,10.62,0,0.11,0,14,0.063
46,51600,MORTGAGE,16.0,10000,7.51,0,0.19,0,17,0.0622
38,65000,RENT,2.0,7000,7.88,0,0.11,0,11,0.098
36,51996,OWN,7.0,8500,11.49,0,0.16,0,16,0.0655
40,68000,RENT,12.0,7000,7.51,0,0.1,0,11,0.0401
39,73882,RENT,17.0,7000,9.91,0,0.09,0,13,0.0328
36,51996,MORTGAGE,8.0,7500,10.51,0,0.14,0,15,0.0597
37,52000,MORTGAGE,1.0,15000,,0,0.29,0,14,0.3783
36,75000,RENT,12.0,7000,6.92,0,0.09,0,17,0.0364
36,46000,MORTGAGE,6.0,5350,15.27,1,0.12,0,12,0.0543
36,52000,MORTGAGE,20.0,8325,,0,0.16,0,17,0.0478
38,52000,MORTGAGE,13.0,5000,10.99,0,0.1,0,15,0.0331
42,97600,RENT,0.0,7000,8.9,0,0.07,0,13,inf
47,52000,MORTGAGE,4.0,12000,7.29,0,0.23,0,16,0.1303
37,52000,MORTGAGE,3.0,6000,8.88,0,0.12,0,16,0.0757
43,175436,RENT,1.0,7000,5.99,0,0.04,0,12,0.0576
37,14400,RENT,2.0,6950,7.66,1,0.48,0,13,0.4393
38,52000,OWN,3.0,8000,15.21,0,0.15,0,13,0.0925
36,52000,MORTGAGE,8.0,2275,11.86,0,0.04,0,12,0.0181
40,52000,MORTGAGE,7.0,15250,11.86,0,0.29,0,12,0.1282
36,52000,MORTGAGE,2.0,8000,7.51,0,0.15,0,14,0.1273
37,21600,RENT,4.0,6500,8.49,0,0.3,0,12,0.187
38,52000,MORTGAGE,3.0,15250,7.88,0,0.29,0,15,0.1923
36,24000,RENT,3.0,6500,7.29,0,0.27,0,13,0.1954
41,28800,RENT,2.0,6500,12.69,0,0.23,0,15,0.2054
37,30000,RENT,6.0,6500,10.37,0,0.22,0,11,0.1113
41,30600,RENT,0.0,6500,10.65,0,0.21,0,12,inf
47,31400,RENT,1.0,6500,9.32,0,0.21,0,16,0.2986
45,52000,MORTGAGE,11.0,14000,,0,0.27,0,16,0.0985
44,52000,MORTGAGE,2.0,6000,8.59,0,0.12,0,11,0.0955
36,52000,OWN,8.0,3000,9.63,0,0.06,0,15,0.0219
41,52000,MORTGAGE,25.0,1500,8.32,0,0.03,0,14,0.008
47,52000,OWN,2.0,5000,10.08,0,0.1,0,12,0.0729
39,42000,RENT,4.0,6500,13.99,0,0.15,1,14,0.0962
37,52188,MORTGAGE,14.0,10000,5.79,0,0.19,0,17,0.0643
40,52200,MORTGAGE,3.0,4000,,0,0.08,0,15,0.0503
36,50000,RENT,5.0,6500,,0,0.13,0,15,0.0726
42,52400,MORTGAGE,14.0,21000,10.38,0,0.4,0,13,0.1345
39,52000,RENT,5.0,6500,,0,0.13,0,12,0.0698
39,53000,RENT,15.0,6500,7.29,0,0.12,0,17,0.0442
38,55000,RENT,0.0,6500,11.03,0,0.12,1,12,inf
40,60000,RENT,0.0,6500,11.11,0,0.11,0,13,inf
36,52660,MORTGAGE,2.0,15000,13.16,0,0.28,1,13,0.2357
40,75000,RENT,3.0,6500,7.9,0,0.09,0,15,0.0625
36,46800,MORTGAGE,20.0,2800,7.51,1,0.06,0,12,0.0179
46,52800,MORTGAGE,1.0,2800,6.76,0,0.05,0,14,0.0696
37,26240,RENT,0.0,6600,11.49,0,0.25,0,15,inf
41,53000,MORTGAGE,20.0,11000,,0,0.21,1,14,0.062
40,52479,RENT,17.0,6600,14.54,1,0.13,0,13,0.0435
37,89532,RENT,9.0,6600,12.53,0,0.07,0,12,0.032
45,19368,RENT,0.0,6700,12.92,1,0.35,1,15,inf
36,53000,MORTGAGE,0.0,2200,14.35,0,0.04,1,17,inf
39,50760,RENT,4.0,6725,16.45,0,0.13,0,11,0.0823
37,37500,RENT,0.0,6750,6.91,0,0.18,0,16,inf
40,53000,MORTGAGE,2.0,3000,10.62,0,0.06,0,17,0.0468
36,47000,MORTGAGE,4.0,4900,14.11,1,0.1,0,11,0.0589
42,21120,RENT,12.0,6400,11.14,0,0.3,0,14,0.1181
37,53532,MORTGAGE,12.0,4000,5.42,0,0.07,0,11,0.0265
38,53712,MORTGAGE,7.0,4000,13.43,0,0.07,1,12,0.0326
39,31200,RENT,2.0,6400,11.49,0,0.21,0,15,0.1867
47,53808,MORTGAGE,4.0,15000,11.71,0,0.28,0,17,0.1575
43,32000,RENT,0.0,6400,7.49,0,0.2,0,16,inf
39,54000,MORTGAGE,23.0,9000,11.71,0,0.17,0,12,0.0477
40,54000,MORTGAGE,3.0,6000,13.49,0,0.11,0,11,0.0729
37,51000,RENT,11.0,6400,16.89,0,0.13,1,13,0.0505
48,54000,MORTGAGE,1.0,2000,5.99,0,0.04,0,16,0.0486
37,60000,RENT,1.0,6400,9.64,0,0.11,0,12,0.1539
39,76644,RENT,2.0,6400,,0,0.08,0,15,0.076
43,80000,RENT,5.0,6400,11.71,0,0.08,0,11,0.0446
44,80000,RENT,6.0,6400,13.16,0,0.08,0,11,0.0411
40,54000,MORTGAGE,19.0,5000,5.42,0,0.09,0,13,0.0281
41,54000,MORTGAGE,2.0,6000,6.17,0,0.11,0,14,0.0919
36,112455,RENT,3.0,6400,9.99,0,0.06,0,16,0.0411
38,48000,MORTGAGE,23.0,9000,15.21,1,0.19,1,15,0.0536
39,54000,MORTGAGE,17.0,25000,11.49,0,0.46,0,16,0.1456
37,54000,MORTGAGE,10.0,8000,,0,0.15,1,15,0.0562
40,25000,RENT,0.0,7000,,0,0.28,0,15,inf
36,54000,MORTGAGE,5.0,5000,,0,0.09,0,16,0.047
36,48000,MORTGAGE,3.0,1500,13.92,1,0.03,1,13,0.0205
47,54000,MORTGAGE,1.0,4000,11.58,0,0.07,0,11,0.0972
46,54196,MORTGAGE,17.0,4500,11.49,0,0.08,0,14,0.0261
37,48257,MORTGAGE,21.0,7000,15.21,1,0.15,1,17,0.0427
41,54500,MORTGAGE,0.0,7700,6.91,0,0.14,0,17,inf
36,54500,MORTGAGE,6.0,20500,6.91,0,0.38,0,17,0.1757
39,32400,RENT,3.0,7000,,0,0.22,0,16,0.1558
37,54538,MORTGAGE,21.0,20000,,0,0.37,0,15,0.1079
37,54996,MORTGAGE,5.0,7000,6.92,0,0.13,0,13,0.0646
39,54996,OWN,6.0,5500,7.51,0,0.1,0,11,0.0428
47,54996,MORTGAGE,7.0,9000,10.38,0,0.16,0,16,0.0715
41,37200,RENT,4.0,7000,9.32,0,0.19,0,16,0.1169
39,37800,RENT,5.0,7000,11.49,0,0.19,0,11,0.1034
42,55000,MORTGAGE,1.0,16500,12.69,0,0.3,0,11,0.3935
46,55000,MORTGAGE,3.0,5000,9.91,0,0.09,0,14,0.0596
37,35000,RENT,0.0,7000,16.77,1,0.2,0,17,inf
43,55000,MORTGAGE,14.0,10000,6.03,0,0.18,0,17,0.061
45,49000,OWN,5.0,24250,19.03,1,0.49,1,11,0.2302
36,41000,RENT,1.0,7000,9.63,0,0.17,0,14,0.2463
38,55000,OWN,5.0,15600,7.9,0,0.28,0,15,0.1319
36,55000,MORTGAGE,13.0,3000,,0,0.05,0,14,0.0188
36,42000,RENT,2.0,7000,6.62,0,0.17,0,16,0.1517
43,42000,RENT,4.0,7000,14.96,0,0.17,1,16,0.1036
40,55000,MORTGAGE,6.0,12000,6.62,0,0.22,0,15,0.1019
39,55000,MORTGAGE,8.0,10000,5.42,0,0.18,0,16,0.0752
41,43000,RENT,0.0,7000,7.43,0,0.16,0,13,inf
40,38000,RENT,4.0,7000,15.99,1,0.18,0,16,0.1145
36,44000,RENT,4.0,7000,8.0,0,0.16,0,11,0.0988
38,55000,MORTGAGE,16.0,6000,5.42,0,0.11,0,14,0.035
36,45000,RENT,16.0,7000,9.91,0,0.16,0,12,0.0549
43,45000,RENT,2.0,7000,12.99,0,0.16,0,14,0.1416
37,45000,RENT,1.0,7000,7.49,0,0.16,0,15,0.2244
43,45000,RENT,5.0,7000,5.42,0,0.16,0,12,0.0868
41,55000,MORTGAGE,17.0,9000,5.99,0,0.16,0,17,0.0515
38,47000,RENT,4.0,7000,13.35,0,0.15,1,13,0.0925
37,55000,OWN,2.0,24375,10.37,0,0.44,0,13,0.3362
46,55000,MORTGAGE,3.0,15000,10.37,0,0.27,0,11,0.1788
38,55000,MORTGAGE,16.0,11700,7.66,0,0.21,0,15,0.0683
41,50000,RENT,0.0,7000,12.87,0,0.14,1,12,inf
39,50400,RENT,4.0,7000,11.86,0,0.14,0,11,0.0863
38,52000,RENT,6.0,7000,5.99,0,0.13,0,11,0.0692
36,55000,MORTGAGE,2.0,12000,,0,0.22,0,13,0.1805
39,53800,RENT,1.0,7000,9.62,0,0.13,0,15,0.1877
39,55000,OWN,3.0,13000,13.98,0,0.24,0,14,0.1421
36,49000,RENT,6.0,7000,10.74,1,0.14,0,16,0.0734
36,55000,RENT,5.0,7000,6.92,0,0.13,0,16,0.071
41,58500,RENT,17.0,7150,15.99,1,0.12,1,16,0.0423
37,60000,RENT,4.0,7175,7.9,0,0.12,0,14,0.0743
44,55000,MORTGAGE,2.0,5000,7.51,0,0.09,0,11,0.0752
40,55000,MORTGAGE,2.0,3600,6.39,0,0.07,0,14,0.0542
38,24000,RENT,5.0,7200,10.65,0,0.3,0,14,0.1674
36,25200,RENT,3.0,7200,7.29,0,0.29,0,11,0.2061
44,29088,RENT,3.0,7200,11.71,0,0.25,0,17,0.1786
40,55000,OWN,2.0,8000,11.36,0,0.15,0,17,0.1103
48,55000,MORTGAGE,7.0,10000,,0,0.18,1,11,0.0795
43,55000,OWN,17.0,2000,12.53,0,0.04,0,11,0.0105
38,55000,MORTGAGE,3.0,14000,13.22,0,0.25,0,13,0.1669
36,55000,OWN,6.0,9000,,0,0.16,0,16,0.0701
37,29000,RENT,5.0,7200,19.03,1,0.25,1,14,0.1386
37,49000,MORTGAGE,3.0,4000,15.65,1,0.08,0,17,0.0535
42,40000,RENT,0.0,7200,10.75,0,0.18,0,17,inf
37,45000,RENT,1.0,7200,9.63,0,0.16,0,14,0.2308
36,50000,RENT,6.0,7200,13.98,0,0.14,0,15,0.074
36,49074,MORTGAGE,3.0,8000,15.68,1,0.16,1,14,0.1069
36,60000,RENT,1.0,7200,,0,0.12,1,12,0.1731
42,60000,RENT,3.0,7200,5.79,0,0.12,0,11,0.0866
37,55236,MORTGAGE,9.0,6500,6.03,0,0.12,0,16,0.0465
42,55308,OWN,8.0,2000,11.49,0,0.04,0,15,0.0137
37,66560,RENT,11.0,7200,10.0,0,0.11,0,15,0.0435
36,55500,MORTGAGE,15.0,7875,11.99,0,0.14,0,12,0.0465
38,55550,MORTGAGE,1.0,22500,7.49,0,0.41,0,12,0.5312
37,55900,MORTGAGE,1.0,17000,8.7,0,0.3,0,12,0.3989
39,49993,MORTGAGE,10.0,12600,16.89,1,0.25,0,15,0.0956
48,56000,MORTGAGE,7.0,15000,6.99,0,0.27,0,14,0.1171
36,95000,RENT,3.0,7375,8.94,0,0.08,0,15,0.056
46,56000,MORTGAGE,1.0,6000,,0,0.11,0,16,0.1405
43,19440,RENT,1.0,7500,9.01,1,0.39,0,11,0.5566
39,56000,MORTGAGE,14.0,10000,12.73,0,0.18,1,12,0.0599
37,25000,RENT,6.0,7500,10.99,0,0.3,0,17,0.1542
38,26300,RENT,1.0,7500,13.47,1,0.29,0,12,0.4114
37,56000,MORTGAGE,2.0,13000,9.63,0,0.23,0,17,0.1921
39,56004,MORTGAGE,1.0,6000,11.36,0,0.11,0,13,0.1405
42,35000,RENT,1.0,7500,9.99,0,0.21,0,15,0.3091
38,36000,RENT,13.0,7500,11.36,0,0.21,0,13,0.0789
41,36684,RENT,0.0,7500,10.96,0,0.2,0,14,inf
36,56400,OWN,0.0,20000,13.57,0,0.35,1,12,inf
41,38500,RENT,6.0,7500,8.49,0,0.19,0,12,0.1001
37,56500,MORTGAGE,4.0,10000,,0,0.18,0,13,0.1
36,56500,MORTGAGE,7.0,12000,7.49,0,0.21,0,17,0.0929
36,56650,MORTGAGE,16.0,12000,13.72,0,0.21,0,11,0.068
43,57000,MORTGAGE,0.0,2725,,0,0.05,0,12,inf
39,57000,MORTGAGE,16.0,6300,10.99,0,0.11,0,17,0.0355
37,48000,RENT,5.0,7500,,0,0.16,0,13,0.0872
37,48000,RENT,3.0,7500,16.29,0,0.16,0,14,0.1127
44,48000,RENT,4.0,7500,11.49,0,0.16,0,15,0.0971
50,50000,RENT,7.0,7500,,0,0.15,1,16,0.0721
41,57000,MORTGAGE,11.0,10000,7.51,0,0.18,0,12,0.0642
36,55000,RENT,8.0,7500,8.9,0,0.14,0,13,0.0621
39,57000,MORTGAGE,0.0,3000,9.63,0,0.05,0,14,inf
36,51000,MORTGAGE,2.0,10000,15.68,1,0.2,0,16,0.1623
42,58000,RENT,16.0,7500,12.99,0,0.13,0,17,0.0456
41,58000,RENT,16.0,7500,11.03,0,0.13,1,16,0.0456
36,54000,RENT,2.0,7500,,1,0.14,0,14,0.1264
46,57359,MORTGAGE,3.0,9000,6.92,0,0.16,0,14,0.1029
41,62000,RENT,3.0,7500,11.36,0,0.12,0,16,0.0873
38,64800,RENT,15.0,7500,9.63,0,0.12,0,11,0.0417
38,65000,RENT,6.0,7500,12.29,0,0.12,1,13,0.0593
41,67500,RENT,3.0,7500,9.88,0,0.11,0,15,0.0801
37,57552,MORTGAGE,0.0,15000,9.63,0,0.26,0,12,inf
38,57600,MORTGAGE,2.0,9000,10.99,0,0.16,0,12,0.1293
50,68608,RENT,21.0,7500,10.33,0,0.11,0,15,0.0354
36,80000,RENT,4.0,7500,11.49,0,0.09,0,15,0.0583
44,57700,MORTGAGE,4.0,3600,6.99,0,0.06,0,14,0.0352
37,95000,RENT,0.0,7500,7.51,0,0.08,0,16,inf
41,57996,MORTGAGE,2.0,15000,9.62,0,0.26,0,12,0.214
39,57996,MORTGAGE,10.0,8000,7.88,0,0.14,0,16,0.0523
39,117996,RENT,6.0,7500,13.24,1,0.06,1,14,0.0327
48,128000,RENT,0.0,7500,17.49,1,0.06,1,11,inf
37,178008,RENT,12.0,7500,11.14,0,0.04,0,11,0.0164
41,210000,RENT,1.0,7500,6.03,0,0.04,0,14,0.0515
41,58000,MORTGAGE,12.0,1800,7.51,0,0.03,0,12,0.011
37,780000,RENT,9.0,7500,12.18,0,0.01,0,15,0.0042
36,21324,RENT,0.0,7550,14.61,1,0.35,0,13,inf
44,58000,MORTGAGE,13.0,6400,16.29,0,0.11,0,13,0.038
41,34560,RENT,8.0,7550,16.89,1,0.22,0,14,0.0994
40,52000,MORTGAGE,6.0,7000,14.65,1,0.13,0,14,0.0629
40,58000,MORTGAGE,9.0,8000,18.79,0,0.14,1,12,0.0545
36,80000,RENT,0.0,7600,13.49,0,0.1,0,15,inf
39,30000,RENT,1.0,7675,16.0,1,0.26,1,16,0.3691
37,52700,RENT,1.0,7700,,0,0.15,0,13,0.2108
40,63000,RENT,4.0,7700,15.23,0,0.12,1,11,0.0759
36,58000,MORTGAGE,12.0,21600,6.54,0,0.37,0,14,0.132
37,29808,RENT,4.0,7750,,1,0.26,1,17,0.1615
36,52000,MORTGAGE,11.0,1500,11.36,1,0.03,0,17,0.0106
43,58000,MORTGAGE,4.0,9000,13.22,0,0.16,1,14,0.0876
41,58000,MORTGAGE,6.0,5200,12.87,0,0.09,0,11,0.0419
44,43000,RENT,3.0,7800,,0,0.18,0,13,0.1308
46,58000,MORTGAGE,10.0,6300,11.03,0,0.11,0,13,0.0412
37,52200,MORTGAGE,2.0,16000,15.25,1,0.31,0,11,0.2536
39,102000,RENT,4.0,7800,11.99,0,0.08,0,11,0.0475
42,18000,RENT,3.0,8000,6.91,1,0.44,0,17,0.3206
45,59000,MORTGAGE,5.0,9000,7.9,0,0.15,0,16,0.0774
36,53000,MORTGAGE,5.0,10000,13.98,1,0.19,0,16,0.0957
37,59000,MORTGAGE,3.0,9000,10.25,0,0.15,0,13,0.1
36,24000,RENT,2.0,8000,13.61,1,0.33,0,14,0.3034
37,59000,MORTGAGE,7.0,11000,,0,0.19,0,17,0.0815
43,25000,RENT,6.0,8000,11.99,1,0.32,0,17,0.1644
36,25000,RENT,4.0,8000,15.65,1,0.32,0,13,0.1988
36,59004,MORTGAGE,11.0,10000,7.51,0,0.17,0,15,0.062
40,59484,MORTGAGE,13.0,5500,7.14,0,0.09,0,11,0.0319
44,28000,RENT,15.0,8000,7.49,0,0.29,0,11,0.103
36,59617,MORTGAGE,14.0,21000,15.62,0,0.35,0,13,0.1182
36,59800,MORTGAGE,20.0,18200,18.25,0,0.3,1,15,0.0909
38,30000,RENT,6.0,8000,,0,0.27,0,14,0.137
42,30000,RENT,5.0,8000,14.96,0,0.27,0,15,0.1488
41,31000,RENT,3.0,8000,10.38,0,0.26,0,17,0.1862
39,60000,MORTGAGE,1.0,17000,14.65,0,0.28,1,14,0.3716
48,32000,RENT,4.0,8000,6.62,0,0.25,0,14,0.1553
45,32000,RENT,0.0,8000,10.99,0,0.25,0,12,inf
36,60000,MORTGAGE,7.0,17050,12.69,0,0.28,0,14,0.1242
37,33600,RENT,3.0,8000,,0,0.24,0,17,0.1717
36,33996,RENT,12.0,8000,,0,0.24,0,15,0.0917
36,34000,RENT,2.0,8000,,0,0.24,0,16,0.2142
39,35000,RENT,8.0,8000,13.22,0,0.23,1,14,0.104
47,30000,RENT,5.0,8000,12.18,1,0.27,0,11,0.1488
39,60000,MORTGAGE,6.0,12800,6.62,0,0.21,0,14,0.0997
36,30500,RENT,3.0,8000,11.11,1,0.26,0,13,0.1892
36,31000,RENT,2.0,8000,14.11,1,0.26,0,12,0.2349
37,54000,MORTGAGE,1.0,3500,16.89,1,0.06,1,13,0.085
42,60000,MORTGAGE,1.0,8000,5.42,0,0.13,0,13,0.1749
40,60000,MORTGAGE,2.0,14400,5.42,0,0.24,0,12,0.1986
46,60000,OWN,18.0,4100,13.49,0,0.07,1,11,0.0193
38,60000,MORTGAGE,22.0,2700,11.99,0,0.04,0,15,0.013
40,32000,RENT,2.0,8000,14.96,1,0.25,1,17,0.2276
39,33100,RENT,3.0,8000,14.26,1,0.24,1,12,0.1743
39,39996,RENT,9.0,8000,7.14,0,0.2,0,16,0.0869
50,60000,MORTGAGE,8.0,2000,7.49,0,0.03,0,15,0.0138
41,60000,MORTGAGE,3.0,16800,17.99,0,0.28,1,16,0.1836
38,60000,MORTGAGE,7.0,8000,10.99,0,0.13,0,13,0.0583
36,34000,RENT,0.0,8000,17.74,1,0.24,0,17,inf
37,42000,RENT,5.0,8000,12.69,0,0.19,0,15,0.1063
39,60000,MORTGAGE,22.0,4000,10.59,0,0.07,0,12,0.0193
46,60000,MORTGAGE,7.0,3600,6.99,0,0.06,0,12,0.0262
40,60000,MORTGAGE,1.0,3500,12.99,0,0.06,1,14,0.0765
37,43000,RENT,0.0,8000,11.49,0,0.19,0,13,inf
43,60000,MORTGAGE,3.0,18000,10.99,0,0.3,0,11,0.1967
39,44000,RENT,5.0,8000,12.53,0,0.18,0,14,0.1015
39,60000,OWN,7.0,6800,17.49,0,0.11,1,14,0.0454
48,60000,MORTGAGE,8.0,8000,10.37,0,0.13,0,17,0.0552
37,45000,RENT,1.0,8000,10.74,0,0.18,0,17,0.2565
41,39000,RENT,2.0,8000,14.84,1,0.21,1,14,0.1867
37,45000,RENT,0.0,8000,9.63,0,0.18,0,17,inf
36,60000,OWN,0.0,10225,17.51,0,0.17,1,13,inf
42,60000,MORTGAGE,4.0,8850,10.37,0,0.15,0,16,0.0833
37,47004,RENT,5.0,8000,,0,0.17,0,12,0.095
41,48000,RENT,7.0,8000,5.99,0,0.17,0,15,0.0801
48,60000,MORTGAGE,0.0,2500,7.29,0,0.04,0,11,inf
41,60000,MORTGAGE,18.0,4900,14.09,0,0.08,1,12,0.0252
36,50000,RENT,4.0,8000,17.49,0,0.16,1,14,0.0994
37,50000,RENT,5.0,8000,10.99,0,0.16,0,16,0.0893
37,54000,MORTGAGE,21.0,25000,15.57,1,0.46,1,16,0.1362
43,60000,MORTGAGE,2.0,9250,5.79,0,0.15,0,17,0.1276
43,50000,RENT,3.0,8000,12.84,0,0.16,1,17,0.1154
41,60000,OWN,7.0,12000,6.91,0,0.2,0,13,0.0801
42,50000,RENT,3.0,8000,10.14,0,0.16,0,15,0.1154
37,50000,RENT,1.0,8000,,0,0.16,0,16,0.2308
47,44004,RENT,2.0,8000,,1,0.18,0,11,0.1655
36,50700,RENT,2.0,8000,10.99,0,0.16,0,17,0.1436
41,60000,MORTGAGE,5.0,3850,13.35,0,0.06,0,13,0.0326
36,51000,RENT,5.0,8000,13.47,0,0.16,1,13,0.0875
39,60000,MORTGAGE,19.0,15000,6.91,0,0.25,0,14,0.0759
41,54000,MORTGAGE,6.0,5000,13.23,1,0.09,0,12,0.0433
36,60000,MORTGAGE,12.0,15000,7.88,0,0.25,0,17,0.0886
38,53052,RENT,0.0,8000,,0,0.15,0,13,inf
38,60000,MORTGAGE,9.0,10000,7.51,0,0.17,0,14,0.0658
36,49000,RENT,0.0,8000,15.31,1,0.16,1,13,inf
36,60000,MORTGAGE,6.0,13750,7.51,0,0.23,0,12,0.1071
41,57600,RENT,6.0,8000,6.03,0,0.14,0,12,0.0714
36,53126,RENT,1.0,8000,,1,0.15,0,14,0.2172
37,60000,MORTGAGE,4.0,12000,12.73,0,0.2,0,15,0.113
45,54000,MORTGAGE,1.0,7750,16.07,1,0.14,0,13,0.1882
43,60000,RENT,1.0,8000,10.37,0,0.13,0,16,0.1924
44,60000,MORTGAGE,4.0,15000,,0,0.25,0,13,0.1412
40,60000,MORTGAGE,1.0,4800,14.59,0,0.08,0,11,0.1049
39,60000,RENT,3.0,8000,9.88,0,0.13,0,14,0.0962
40,61500,RENT,3.0,8000,11.48,0,0.13,0,17,0.0938
39,60197,RENT,6.0,5200,,0,0.09,0,11,0.0444
38,60000,OWN,2.0,6000,14.96,0,0.1,1,14,0.0759
43,60000,MORTGAGE,27.0,10000,9.88,0,0.17,0,16,0.0455
44,68000,RENT,7.0,5150,7.9,0,0.08,0,14,0.0364
38,60000,MORTGAGE,9.0,16000,16.35,0,0.27,0,17,0.1053
36,20000,RENT,0.0,5075,11.48,1,0.25,0,11,inf
43,22800,RENT,0.0,5075,10.59,0,0.22,0,12,inf
46,27600,RENT,1.0,5050,,0,0.18,0,11,0.264
39,54000,MORTGAGE,0.0,6000,11.83,1,0.11,0,16,inf
36,60000,MORTGAGE,2.0,8000,13.92,0,0.13,0,15,0.1103
49,60000,OWN,7.0,7000,,0,0.12,0,13,0.0468
36,15000,RENT,0.0,5000,10.59,1,0.33,0,11,inf
40,60000,MORTGAGE,1.0,12000,8.94,0,0.2,0,15,0.2623
40,16800,RENT,8.0,5000,8.94,1,0.3,0,17,0.1355
37,60000,OWN,15.0,5000,9.32,0,0.08,0,12,0.025
39,60000,MORTGAGE,20.0,7000,7.68,0,0.12,0,15,0.0348
37,60000,MORTGAGE,17.0,6000,9.32,0,0.1,0,16,0.0315
37,20004,RENT,0.0,5000,,0,0.25,0,12,inf
40,60000,OWN,5.0,12000,9.63,0,0.2,0,13,0.093
47,21000,RENT,9.0,5000,15.99,1,0.24,1,16,0.1034
37,21000,RENT,19.0,5000,15.21,0,0.24,0,11,0.0795
36,54000,MORTGAGE,1.0,10000,14.93,1,0.19,1,11,0.2429
37,24000,RENT,2.0,5000,14.65,0,0.21,0,14,0.1896
44,60000,OWN,11.0,11800,8.63,0,0.2,0,12,0.066
46,60000,MORTGAGE,1.0,5000,11.72,0,0.08,0,16,0.1093
36,24000,RENT,1.0,5000,10.36,0,0.21,0,17,0.3006
43,60000,MORTGAGE,6.0,4800,9.64,0,0.08,0,13,0.0374
39,24000,RENT,9.0,5000,11.14,0,0.21,0,12,0.0905
36,24960,RENT,3.0,5000,6.62,0,0.2,0,15,0.1445
36,60996,MORTGAGE,8.0,15000,9.63,0,0.25,0,14,0.1017
40,54996,MORTGAGE,6.0,6000,9.76,1,0.11,0,14,0.051
44,26400,RENT,0.0,5000,10.0,0,0.19,0,11,inf
41,61000,MORTGAGE,7.0,15000,,0,0.25,0,11,0.1075
39,61000,MORTGAGE,3.0,14000,16.29,0,0.23,1,17,0.1505
41,61000,MORTGAGE,16.0,8500,,0,0.14,0,14,0.0447
37,27036,RENT,2.0,5000,11.49,0,0.18,0,11,0.1683
38,27600,RENT,3.0,5000,14.59,1,0.18,1,16,0.1307
38,55000,MORTGAGE,4.0,25000,,1,0.45,1,14,0.2567
42,61000,OWN,2.0,14400,7.51,0,0.24,0,17,0.1791
40,62000,RENT,3.0,8000,8.49,0,0.13,0,15,0.0931
42,62000,RENT,2.0,8000,9.63,0,0.13,0,11,0.1175
36,61000,MORTGAGE,2.0,10000,10.25,0,0.16,0,12,0.1357
36,62000,RENT,3.0,8000,11.12,0,0.13,0,13,0.0931
45,61000,MORTGAGE,2.0,11600,13.48,0,0.19,0,11,0.1574
37,61000,MORTGAGE,6.0,10000,13.57,0,0.16,0,15,0.0766
45,61000,OWN,7.0,20000,13.22,0,0.33,1,17,0.1314
39,61250,MORTGAGE,0.0,5200,8.49,0,0.08,0,17,inf
37,61260,MORTGAGE,2.0,6350,7.51,0,0.1,0,14,0.0858
38,65004,RENT,1.0,8000,11.83,0,0.12,0,11,0.1776
38,61450,OWN,6.0,12500,7.49,0,0.2,0,16,0.0871
37,68500,RENT,2.0,8000,7.51,0,0.12,0,16,0.1063
36,68848,RENT,5.0,8000,9.63,0,0.12,0,16,0.0649
39,61766,MORTGAGE,4.0,5500,7.14,0,0.09,0,15,0.0503
49,61776,MORTGAGE,1.0,12000,12.21,0,0.19,0,12,0.2548
45,56000,MORTGAGE,8.0,7000,16.29,1,0.13,1,12,0.0517
49,72000,RENT,4.0,8000,7.49,0,0.11,0,17,0.069
40,62000,OWN,5.0,4800,,0,0.08,0,16,0.036
36,62000,MORTGAGE,0.0,6000,12.99,0,0.1,0,13,inf
39,62000,OWN,3.0,7200,7.49,0,0.12,0,12,0.0698
39,75000,RENT,0.0,8000,6.54,0,0.11,0,15,inf
40,62000,MORTGAGE,17.0,2600,7.66,0,0.04,0,14,0.0132
37,74000,RENT,0.0,8000,16.89,1,0.11,0,15,inf
43,62000,MORTGAGE,11.0,5000,7.88,0,0.08,0,14,0.0295
38,62000,MORTGAGE,3.0,15000,7.88,0,0.24,0,12,0.1587
43,62000,MORTGAGE,2.0,20000,10.25,0,0.32,0,14,0.2669
36,87000,RENT,7.0,8000,14.65,0,0.09,1,14,0.0442
36,62000,MORTGAGE,15.0,7500,8.59,0,0.12,0,14,0.0397
